location,community,nfmembers,membership,ntfp,murumuru,pataua,palmito,wood,sawmill,farinha,pepper,agriculture,acai,passionf,cocoa,cupuacu,fishing,chicken,crab,shrimp,defeso,bverde,bfamilia,pension,other,total,community
Igarapé-Miri,Meruú,2,0,0,0,0,0,0,0,0,0,0,89040,0,0,0,0,0,0,0,0,0,2640,0,0,91680,Igarapé-Miri
Igarapé-Miri,Meruú,6,0,0,0,0,0,0,0,0,0,0,21960,0,0,0,0,0,0,0,0,0,0,10560,0,32520,Igarapé-Miri
Igarapé-Miri,Meruú,9,0,0,0,0,0,0,0,0,0,0,51600,0,0,0,0,0,0,0,0,0,2832,0,0,54432,Igarapé-Miri
Igarapé-Miri,Meruú,4,0,0,0,0,0,0,0,0,0,0,8520,0,0,0,0,0,0,0,0,0,840,0,36000,45360,Igarapé-Miri
Igarapé-Miri,Meruú,2,0,0,0,0,0,0,0,0,0,0,24600,0,0,0,0,0,0,0,0,0,0,21120,3600,49320,Igarapé-Miri
Igarapé-Miri,Meruú,2,0,0,0,0,0,0,0,0,0,0,11520,0,0,0,0,0,0,0,0,0,1320,0,0,12840,Igarapé-Miri
Igarapé-Miri,Meruú,2,0,0,0,0,0,0,0,0,0,0,42240,0,0,0,0,0,0,0,0,0,0,0,9000,51240,Igarapé-Miri
Igarapé-Miri,Meruú,3,0,0,0,0,0,0,0,0,0,0,39000,0,0,0,0,0,0,0,0,0,0,21120,0,60120,Igarapé-Miri
Igarapé-Miri,Rio Coré,7,0,0,0,0,0,0,0,0,0,0,56700,0,0,0,0,0,0,0,0,0,1800,0,0,58500,Igarapé-Miri
Igarapé-Miri,Rio Coré,3,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,2160,0,36960,129120,Igarapé-Miri
Igarapé-Miri,,5,0,0,0,0,0,0,0,0,0,0,20280,0,0,0,0,0,0,0,0,0,1932,0,0,22212,Igarapé-Miri
Anajás,Cachorro,3,1,14760,2160,12600,0,0,0,0,0,0,22500,0,0,0,0,0,0,0,0,0,0,11440,0,63460,Anajás
Anajás,Cachorro,4,1,3300,1200,2100,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,1764,0,0,15864,Anajás
Anajás,Cachorro,11,1,11904,1344,10560,8000,5400,0,0,0,0,26400,0,0,0,0,0,0,0,0,1200,6216,0,0,71024,Anajás
Anajás,Cambão,8,1,10144.4,694.4,9450,0,5000,0,0,0,0,22500,0,0,0,0,0,0,0,0,0,4716,0,0,52504.8,Anajás
Anajás,Belo Horizonte,5,1,1428,1428,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,2160,11440,0,40456,Anajás
Anajás,Belo Horizonte,7,1,4860,3600,1260,2400,0,0,0,0,0,26500,0,0,0,0,0,0,0,0,0,4800,0,0,43420,Anajás
Anajás,Rocado do Guajará,6,1,3600,3600,0,4800,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,4992,0,0,61992,Anajás
Anajás,Rocado do Guajará,3,1,8328,984,7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,0,18528,Anajás
Anajás,Beija-Flor,5,1,1440,1440,0,1200,3500,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,2796,0,0,33376,Anajás
Anajás,Santa Cruz,10,1,1920,1920,0,0,0,0,0,0,0,5760,0,0,0,0,0,0,0,3520,0,7440,0,0,20560,Anajás
Anajás,Santa Cruz,3,1,5820,4800,1020,6200,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,35840,Anajás
Anajás,Nova Betânia,6,1,7620,4560,3060,2100,0,0,0,0,0,14580,0,0,0,0,0,0,0,0,0,3612,0,0,35532,Anajás
Anajás,Nova Betânia,7,1,2400,0,2400,15000,6000,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,5568,0,0,38368,Anajás
Anajás,Nova Betânia,2,1,5040,0,5040,0,9200,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,3180,0,0,29460,Anajás
Anajás,Nova Betânia,5,1,0,0,0,5800,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,1764,0,0,21564,Anajás
Anajás,Vila Mucambo,6,1,336,336,0,3360,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,2616,0,0,43648,Anajás
Anajás,Vila Mucambo,8,1,1440,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1404,11440,0,16924,Anajás
Anajás,Vila Mucambo,6,1,2754,0,2754,950,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,2232,0,0,35690,Anajás
Anajás,Merué,9,1,0,0,0,0,6000,0,0,0,0,12600,0,0,0,0,0,0,0,0,0,5628,0,0,24228,Anajás
Anajás,Merué,1,1,3600,1800,1800,2400,6000,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,2880,11440,0,31420,Anajás
Anajás,Merué,7,1,1380,1380,0,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,6072,0,10560,36192,Anajás
Anajás,Merué,4,1,1920,1920,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,0,0,6148,Anajás
Anajás,Rio Mirundé,5,1,1580,780,800,1500,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,6084,0,0,17944,Anajás
Anajás,Rio Mirundé,6,1,3360,3360,0,1600,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,6240,0,0,15760,Anajás
Anajás,Rio Mirundé,3,1,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,11440,0,11940,Anajás
Anajás,Rio Mirundé,4,1,3150,600,2550,1800,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,1416,0,0,45516,Anajás
Anajás,Rio Mirundé,4,1,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,2160,11440,0,18400,Anajás
Anajás,Mupí,9,1,2280,2280,0,0,3000,0,0,0,0,15840,0,0,0,0,0,0,0,0,0,4200,0,0,27600,Anajás
Anajás,Vila Guajará,4,1,5800,5800,0,5000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,1956,0,0,48556,Anajás
Anajás,Vila Guajará,4,1,0,0,0,3000,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,1680,0,3000,11180,Anajás
Anajás,Vila Guajará,5,1,2760,960,1800,7200,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,3384,0,0,24504,Anajás
Anajás,Vila Guajará,2,1,5800,2400,3400,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,41600,Anajás
Anajás,Rio Mapí,1,1,0,0,0,0,8800,0,0,0,0,1656,0,0,0,0,0,0,0,0,1200,1440,0,0,13096,Anajás
Anajás,Rocado do Guajará,8,1,0,0,0,6912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,8340,Anajás
Anajás,Rocado do Guajará,6,1,0,0,0,1344,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,2760,0,0,7704,Anajás
Anajás,Taboca,9,1,1000,1000,0,0,0,0,0,0,0,3036,0,0,0,0,0,0,0,3520,0,4560,0,3600,16716,Anajás
Anajás,Rocado do Guajará,8,1,350,350,0,3600,1200,0,0,0,0,4554,0,0,0,0,0,0,0,0,0,3600,0,0,13654,Anajás
Anajás,Taboca,7,1,0,0,0,4032,3600,0,0,0,0,1800,0,0,0,0,0,0,0,0,1200,4896,0,0,15528,Anajás
Anajás,Bunitinha,6,1,0,0,0,3696,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,2880,0,0,7008,Anajás
Anajás,Bunitinha,4,1,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,1200,1560,0,7200,11340,Anajás
Anajás,Bunitinha,3,1,0,0,0,4800,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,1800,0,0,7800,Anajás
Anajás,Rocado do Guajará,8,1,0,0,0,5760,0,0,0,0,0,1932,0,0,0,0,0,0,0,0,0,3600,0,0,11292,Anajás
Anajás,Santa Cruz,7,1,0,0,0,0,0,0,0,0,0,3720,0,0,0,0,0,0,0,0,0,2604,0,5760,12084,Anajás
Anajás,Rio Mapí,6,1,0,0,0,16800,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,1200,4080,0,300,28380,Anajás
Anajás,Taboca,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440,0,11440,Anajás
Anajás,,4,1,1700,800,900,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,0,1440,11020,Anajás
Anajás,,3,1,800,800,0,4800,400,0,0,0,0,4320,0,0,0,0,0,0,0,0,0,1776,0,1800,14696,Anajás
Anajás,Rio Mirundé,6,1,0,0,0,0,9000,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,10560,24360,Anajás
Anajás,Vila Mucambo,4,1,0,0,0,2400,0,0,0,0,0,2880,0,0,0,0,0,0,0,3520,0,0,0,28800,37600,Anajás
Anajás,Vila Mucambo,4,1,0,0,0,0,400,0,0,0,0,32340,0,0,0,0,0,0,0,3520,1200,3720,0,12000,53180,Anajás
Anajás,Vila Mucambo,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,0,8400,10668,Anajás
Anajás,Nova Betânia,5,1,220,0,220,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,2640,0,7560,19640,Anajás
Anajás,Nova Betânia,6,1,3400,0,3400,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,0,2160,0,10560,31220,Anajás
Anajás,Nova Betânia,10,1,0,0,0,33600,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,3024,0,180,51204,Anajás
Anajás,Nova Betânia,4,1,680,0,680,0,0,0,0,0,0,9360,0,0,0,0,0,0,0,0,0,1800,0,10560,23080,Anajás
Anajás,Nova Betânia,2,1,0,0,0,0,5250,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,16650,Anajás
Anajás,,5,1,0,0,0,1500,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,3720,0,480,7140,Anajás
Anajás,,4,1,400,400,0,600,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124,0,3600,9224,Anajás
Anajás,Rio Mirundé,9,1,320,320,0,3000,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,2544,0,0,7024,Anajás
Anajás,Rio Mirundé,9,1,700,550,150,0,0,0,0,0,0,6048,0,0,0,0,0,0,0,0,0,3600,0,0,11048,Anajás
Anajás,Rio Mirundé,6,1,599,200,399,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,1728,22880,0,33006,Anajás
Anajás,Rio Mirundé,7,1,340,160,180,360,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,5976,0,0,9896,Anajás
Anajás,Recreio,5,1,2426.75,0,2426.75,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,1200,1764,0,5670,15587.5,Anajás
Anajás,Recreio,7,1,5643.2,1115.2,4528,3840,0,0,0,0,0,9300,0,0,0,0,0,0,0,0,0,3000,0,0,27426.4,Anajás
Anajás,Recreio,8,1,4200,0,4200,1440,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,4080,0,0,22920,Anajás
Anajás,Vila Mucambo,8,1,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0,3108,0,28600,35408,Anajás
Anajás,Recreio,3,1,170,80,90,0,405,0,0,0,0,3000,0,0,0,0,0,0,0,0,1200,1248,0,4500,10693,Anajás
Anajás,Cachorro,7,1,6660,360,6300,4800,7000,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,1764,0,0,38884,Anajás
Anajás,Belo Horizonte,3,1,0,0,0,720,3000,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,16900,20920,Anajás
Anajás,Rocado do Guajará,4,1,1900,200,1700,1440,1560,0,0,0,0,2450,0,0,0,0,0,0,0,0,0,2508,0,3360,15118,Anajás
Anajás,Vila Mucambo,5,1,418,168,250,4320,8880,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,3720,0,4320,24876,Anajás
Anajás,Belo Horizonte,3,1,770.4,270.4,500,5520,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27060.8,Anajás
Anajás,Rocado do Guajará,8,1,325,240,85,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,1200,4128,0,600,7578,Anajás
Anajás,Rio Mirundé,10,1,1890,640,1250,1200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,22880,33220,Anajás
Anajás,São José,9,1,660,252,408,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,3520,0,7032,0,4200,19072,Anajás
Anajás,Rio Mirundé,7,1,2610,1350,1260,0,0,0,0,0,0,1460,0,0,0,0,0,0,0,0,0,1404,22880,0,29504,Anajás
Anajás,Vila Mucambo,9,1,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,1848,11440,11440,25248,Anajás
Anajás,Belo Horizonte,11,1,7020,2820,4200,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,3600,0,0,45640,Anajás
Anajás,Vila Mucambo,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,Anajás
Anajás,Vila Mucambo,4,1,368,368,0,2160,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,0,1680,0,1200,8976,Anajás
Anajás,Cachorro,4,0,1388,288,1100,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,1200,3120,0,0,14296,Anajás
Anajás,Belo Horizonte,6,0,7980,4200,3780,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,4680,0,0,38640,Anajás
Anajás,Belo Horizonte,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,1800,Anajás
Anajás,Nova Betânia,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560,0,10560,Anajás
Anajás,Nova Betânia,3,0,7500,6500,1000,28000,18000,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,65000,Anajás
Anajás,Nova Betânia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,7200,Anajás
Anajás,Nova Betânia,4,0,0,0,0,2400,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,2400,0,0,15300,Anajás
Anajás,Nova Betânia,8,0,850,0,850,15000,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,3696,0,0,41996,Anajás
Anajás,Mucambo,7,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,10560,50560,Anajás
Anajás,Mucambo,5,0,2040,0,2040,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,0,0,0,25680,Anajás
Anajás,Guajará,2,0,1118,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,10560,0,17596,Anajás
Anajás,Mirundé,8,0,0,0,0,0,0,0,0,0,0,13500,0,0,0,0,0,0,0,0,1200,3576,0,0,18276,Anajás
Anajás,Mirundé,4,0,2088,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,0,0,6288,Anajás
Anajás,Mirundé,2,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,Anajás
Anajás,Mirundé,4,0,258,258,0,1440,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,1992,0,0,6828,Anajás
Anajás,Mirundé,4,0,10800,2400,8400,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,43200,Anajás
Anajás,Merué,4,0,14400,0,14400,0,0,0,0,0,0,33600,0,0,0,0,0,0,0,0,0,0,0,0,62400,Anajás
Anajás,Merué,4,0,1608,1200,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,5916,Anajás
Anajás,Vila Guajará,4,0,0,0,0,7200,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,14200,Anajás
Anajás,Vila Guajará,4,0,0,0,0,5400,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,2328,0,0,37728,Anajás
Anajás,Nova Betânia,9,0,680,0,680,21600,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,5688,0,0,36208,Anajás
Anajás,,2,0,0,0,0,0,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,1728,0,2400,15528,Anajás
Anajás,Nova Betânia,4,0,200,0,200,0,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,11440,0,23240,Anajás
Anajás,Nova Betânia,8,0,0,0,0,10368,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,11440,0,25168,Anajás
Anajás,Nova Betânia,4,0,0,0,0,4147.2,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,34147.2,Anajás
Anajás,Vila Mucambo,3,0,1440,1440,0,7200,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,1680,0,0,20160,Anajás
Anajás,Rio Mirundé,5,0,200,200,0,12000,600,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,13400,Anajás
Anajás,Rio Mirundé,7,0,250,250,0,9600,9000,0,0,0,0,4320,0,0,0,0,0,0,0,0,0,0,11440,0,34860,Anajás
Anajás,Rio Mupí,5,0,40,40,0,0,0,0,0,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,960,7760,Anajás
Anajás,Rio Mirundé,5,0,208,208,0,0,0,0,0,0,0,6336,0,0,0,0,0,0,0,0,0,2220,0,720,9692,Anajás
Anajás,Rio Mirundé,5,0,300,300,0,5760,0,0,0,0,0,5760,0,0,0,0,0,0,0,0,0,1260,0,800,14180,Anajás
Anajás,Rio Mirundé,4,0,480,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12960,13920,Anajás
Anajás,Vila Mucambo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22880,0,22880,Anajás
Anajás,Vila Mucambo,7,0,0,0,0,10800,0,0,0,0,0,5280,0,0,0,0,0,0,0,0,0,3600,0,36000,55680,Anajás
Anajás,Vila Mucambo,13,0,0,0,0,24000,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,1200,5448,0,0,32664,Anajás
Anajás,Vila Mucambo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440,0,11440,Anajás
Anajás,Vila Mucambo,7,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,4982,Anajás
Anajás,Vila Mucambo,4,0,0,0,0,4800,23040,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,33840,Anajás
Anajás,Belo Horizonte,7,0,0,0,0,1440,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,11440,0,14440,Anajás
Anajás,Recreio,10,0,0,0,0,11520,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,11440,4800,28480,Anajás
Anajás,Rio Mirundé,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,Anajás
Anajás,Rio Mirundé,4,0,32,0,32,7500,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,8044,Anajás
Anajás,Rocado do Guajará,4,0,320,320,0,8400,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,12040,Anajás
Anajás,São José,7,0,36,36,0,0,2400,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,3672,0,0,7944,Anajás
Anajás,São José,5,0,160,160,0,3600,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,0,0,6304,Anajás
Anajás,Santa Cruz,4,0,0,0,0,4200,2400,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,1764,0,0,9644,Anajás
Anajás,Belo Horizonte,9,0,0,0,0,9600,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,5160,0,0,16710,Anajás
Anajás,Belo Horizonte,5,0,3560,160,3400,2600,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,11440,0,23960,Anajás
Anajás,Cachorro,4,0,1530,0,1530,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,1608,0,0,12268,Anajás
Anajás,Vila Mucambo,5,0,54,54,0,10080,0,0,0,0,0,4240,0,0,0,0,0,0,0,0,0,2088,0,0,16516,Anajás
