"id","species","dia83","dia84","dia85","dia86","dia87","dia88","dia89","dia90","treat"
1382,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1383,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1384,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1385,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1386,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1387,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1388,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1389,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1390,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1391,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1392,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1393,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1394,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1395,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1396,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1397,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1398,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1399,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1400,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1401,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1402,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1403,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1404,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1405,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1406,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1407,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1408,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1409,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1410,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1411,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1412,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1413,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1414,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1415,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1416,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1417,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1418,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1419,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1420,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1421,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1422,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1423,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1424,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1425,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1426,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1427,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1428,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1429,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1430,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1431,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1432,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1433,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1434,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1435,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1436,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1437,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1438,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1439,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1440,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1441,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1442,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1443,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1444,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1445,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1446,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1447,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1448,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1449,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1450,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1451,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1452,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1453,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1454,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1455,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1456,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1457,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1458,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1459,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1460,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1461,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1462,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1463,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1464,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1465,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1466,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1467,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1468,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1469,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1470,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1471,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1472,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1473,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1474,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1475,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1476,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1477,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1478,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1479,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1480,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1481,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1482,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1483,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1484,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1485,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1486,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1487,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1488,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1489,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1490,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1491,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1492,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1493,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1494,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1495,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1496,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1497,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1498,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1499,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1500,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1501,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1502,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1503,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1504,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1505,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1506,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1507,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1508,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1509,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1510,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1511,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1512,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1513,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1514,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1515,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1516,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1517,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1518,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1519,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1520,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1521,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1522,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1523,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1524,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1525,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1526,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1527,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1528,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1529,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1530,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1531,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1532,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1533,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1534,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1535,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1536,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1537,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1538,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1539,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1540,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1541,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1542,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1543,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1544,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1545,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1546,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1547,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1548,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1549,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1550,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1551,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1552,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1553,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1554,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1555,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1556,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1557,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1558,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1559,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1560,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1561,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1562,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1563,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1564,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1565,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1566,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1567,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1568,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1569,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1570,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1571,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1572,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1573,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1574,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1575,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1576,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1577,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1578,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1579,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1580,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1581,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1582,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1583,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1584,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1585,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1586,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1587,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1588,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1589,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1590,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1591,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1592,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1593,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1594,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1595,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1596,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1597,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1598,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1599,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1600,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1601,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1602,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1603,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1604,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1605,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1606,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1607,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1608,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1609,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1610,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1611,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1612,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1613,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1614,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1615,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1616,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
2001,"Sa",NA,NA,NA,NA,NA,9.6,10.3,10.3,3
2002,"Sa",NA,NA,NA,NA,NA,417,428,439,3
2003,"Sa",NA,NA,NA,NA,NA,620,621,624,1
2004,"Sa",NA,NA,NA,NA,NA,4.1,3.9,NA,1
2005,"Sa",NA,NA,NA,NA,NA,3.5,NA,NA,1
2006,"Sa",NA,NA,NA,NA,NA,8.5,8.4,8.5,1
2007,"Sa",NA,NA,NA,NA,NA,11.2,12.1,12,2
2008,"Sa",NA,NA,NA,NA,NA,6,6.3,6.6,3
2009,"Sa",NA,NA,NA,NA,NA,536,538,542,3
2010,"Sa",NA,NA,NA,NA,NA,6.2,6.8,9.8,2
2011,"Sa",NA,NA,NA,NA,NA,139,147,157,1
2012,"Sa",NA,NA,NA,NA,NA,159,169,180,1
2013,"Sa",NA,NA,NA,NA,NA,204,211,NA,3
2014,"Sa",NA,NA,NA,NA,NA,173,191,212,1
2015,"Sa",NA,NA,NA,NA,NA,19.2,19.6,20,2
2017,"Sa",NA,NA,NA,NA,NA,8.2,18.2,25.8,1
2018,"Sa",NA,NA,NA,NA,NA,6.1,10.1,10.2,2
2019,"Sa",NA,NA,NA,NA,NA,5.8,6,6.7,2
2020,"Sa",NA,NA,NA,NA,NA,6.9,8.7,10.1,1
2021,"Sa",NA,NA,NA,NA,NA,6.7,7.5,7,2
2022,"Sa",NA,NA,NA,NA,NA,8.4,9,9.1,1
2023,"Sa",NA,NA,NA,NA,NA,138,151,166,1
2024,"Sa",NA,NA,NA,NA,NA,51,51,51,2
2025,"Sa",NA,NA,NA,NA,NA,88,89,90,3
2026,"Sa",NA,NA,NA,NA,NA,63,63,64,3
2027,"Sa",NA,NA,NA,NA,NA,39,40,40,1
2028,"Sa",NA,NA,NA,NA,NA,90,98,117,1
2029,"Sa",NA,NA,NA,NA,NA,27.7,32,34.9,1
2030,"Sa",NA,NA,NA,NA,NA,25.1,25.8,25.6,1
2031,"Sa",NA,NA,NA,NA,NA,3.9,NA,NA,2
2032,"Sa",NA,NA,NA,NA,NA,8.2,NA,NA,3
2034,"Sa",NA,NA,NA,NA,NA,22.1,21.9,21.9,3
2035,"Sa",NA,NA,NA,NA,NA,21.4,21.4,21.4,1
2036,"Sa",NA,NA,NA,NA,NA,5.9,6.2,6.4,2
2037,"Sa",NA,NA,NA,NA,NA,27,29.7,31.6,3
2038,"Sa",NA,NA,NA,NA,NA,25.2,26.3,27.4,1
2039,"Sa",NA,NA,NA,NA,NA,22.9,27.2,40.4,2
2040,"Sa",NA,NA,NA,NA,NA,23.3,24,24,1
2041,"Sa",NA,NA,NA,NA,NA,241,263,282,3
2042,"Sa",NA,NA,NA,NA,NA,15.3,15.7,24.5,1
2043,"Sa",NA,NA,NA,NA,NA,16.2,16.2,16.2,1
2044,"Sa",NA,NA,NA,NA,NA,59,60,60,3
2045,"Sa",NA,NA,NA,NA,NA,8.6,9.9,9.3,3
2046,"Sa",NA,NA,NA,NA,NA,5.2,5,NA,1
2047,"Sa",NA,NA,NA,NA,NA,805,NA,NA,2
2048,"Sa",NA,NA,NA,NA,NA,141,144,145,1
2049,"Sa",NA,NA,NA,NA,NA,85,95,108,1
2050,"Sa",NA,NA,NA,NA,NA,186,NA,NA,2
2051,"Sa",NA,NA,NA,NA,NA,12.8,21.2,22.3,1
2052,"Sa",NA,NA,NA,NA,NA,15,20.9,32.2,1
2053,"Sa",NA,NA,NA,NA,NA,6.8,9.5,10.9,2
2054,"Sa",NA,NA,NA,NA,NA,6.8,8.7,9.2,2
2056,"Sa",NA,NA,NA,NA,NA,9,9,9.3,2
2057,"Sa",NA,NA,NA,NA,NA,39,39,39,3
2058,"Sa",NA,NA,NA,NA,NA,14,25.3,37,3
2059,"Sa",NA,NA,NA,NA,NA,10.1,14,12.4,1
2060,"Sa",NA,NA,NA,NA,NA,116,122,133,3
2063,"Sa",NA,NA,NA,NA,NA,8.6,8.9,NA,2
2064,"Sa",NA,NA,NA,NA,NA,59,66,72,1
2065,"Sa",NA,NA,NA,NA,NA,116,131,147,3
2066,"Sa",NA,NA,NA,NA,NA,532,537,542,1
2067,"Sa",NA,NA,NA,NA,NA,45,48,51,1
2068,"Sa",NA,NA,NA,NA,NA,424,429,437,3
2069,"Sa",NA,NA,NA,NA,NA,7.9,8,7.7,2
2070,"Sa",NA,NA,NA,NA,NA,110,116,122,2
2071,"Sa",NA,NA,NA,NA,NA,5.3,5.9,6,3
2072,"Sa",NA,NA,NA,NA,NA,671,677,685,3
2073,"Sa",NA,NA,NA,NA,NA,36.5,37.4,38.1,3
2074,"Sa",NA,NA,NA,NA,NA,118,127,133,1
2075,"Sa",NA,NA,NA,NA,NA,106,116,124,1
2076,"Sa",NA,NA,NA,NA,NA,4.8,4.9,4.8,1
2077,"Sa",NA,NA,NA,NA,NA,15.5,32.9,32.2,2
2078,"Sa",NA,NA,NA,NA,NA,11.7,11.9,12,1
2079,"Sa",NA,NA,NA,NA,NA,360,372,382,2
2080,"Sa",NA,NA,NA,NA,NA,80,86,95,1
2081,"Sa",NA,NA,NA,NA,NA,21.1,22.1,22.3,1
2082,"Sa",NA,NA,NA,NA,NA,47,48,49,3
2083,"Sa",NA,NA,NA,NA,NA,6.1,7.6,10.5,3
2084,"Sa",NA,NA,NA,NA,NA,4.6,4.9,5.9,2
2085,"Sa",NA,NA,NA,NA,NA,8.7,9.3,9.3,2
2086,"Sa",NA,NA,NA,NA,NA,7.6,10.4,12.9,1
2087,"Sa",NA,NA,NA,NA,NA,9.3,11.7,16.4,3
2088,"Sa",NA,NA,NA,NA,NA,5.6,6.3,NA,2
2089,"Sa",NA,NA,NA,NA,NA,6.5,12.4,12,1
2090,"Sa",NA,NA,NA,NA,NA,17.8,23.6,28.5,1
2092,"Sa",NA,NA,NA,NA,NA,9.2,10.2,NA,3
2093,"Sa",NA,NA,NA,NA,NA,8.6,9.4,9.7,1
2094,"Sa",NA,NA,NA,NA,NA,26.8,26.2,27.2,1
2095,"Sa",NA,NA,NA,NA,NA,18.8,19.4,19.6,3
2096,"Sa",NA,NA,NA,NA,NA,11.3,13.9,16.5,2
2097,"Sa",NA,NA,NA,NA,NA,8.7,10,10.6,3
2098,"Sa",NA,NA,NA,NA,NA,85,85,86,3
2099,"Sa",NA,NA,NA,NA,NA,11.9,12.5,12,3
2100,"Sa",NA,NA,NA,NA,NA,4.3,NA,NA,2
2101,"Sa",NA,NA,NA,NA,NA,23.9,24.1,23.7,2
2102,"Sa",NA,NA,NA,NA,NA,6.6,NA,NA,2
2103,"Sa",NA,NA,NA,NA,NA,19.8,22.4,24.9,2
2105,"Sa",NA,NA,NA,NA,NA,86,97,109,3
2107,"Sa",NA,NA,NA,NA,NA,13.3,13.4,13.3,2
2108,"Sa",NA,NA,NA,NA,NA,6,NA,NA,1
2109,"Sa",NA,NA,NA,NA,NA,8.3,9.2,9.6,2
2110,"Sa",NA,NA,NA,NA,NA,8.3,8.5,8.4,3
2111,"Sa",NA,NA,NA,NA,NA,523,530,537,3
2112,"Sa",NA,NA,NA,NA,NA,9.2,9.6,15.7,1
2114,"Sa",NA,NA,NA,NA,NA,10.9,7.7,8,3
2115,"Sa",NA,NA,NA,NA,NA,13.5,23.6,25.5,3
2116,"Sa",NA,NA,NA,NA,NA,13.5,22.5,29.8,2
2117,"Sa",NA,NA,NA,NA,NA,14.3,15,19.1,1
2118,"Sa",NA,NA,NA,NA,NA,9.3,8,10.8,3
2119,"Sa",NA,NA,NA,NA,NA,8.5,5,5.9,3
2120,"Sa",NA,NA,NA,NA,NA,9.4,14.7,13.2,1
2121,"Sa",NA,NA,NA,NA,NA,13.1,7.5,9.6,3
2122,"Sa",NA,NA,NA,NA,NA,6.6,11.3,14,2
2123,"Sa",NA,NA,NA,NA,NA,455,464,474,2
2124,"Sa",NA,NA,NA,NA,NA,21.4,27,31.9,3
2125,"Sa",NA,NA,NA,NA,NA,5.8,6.4,NA,3
2126,"Sa",NA,NA,NA,NA,NA,5.9,5.8,5.8,2
2127,"Sa",NA,NA,NA,NA,NA,6.1,6.2,6.1,3
2128,"Sa",NA,NA,NA,NA,NA,36.3,39,45,1
2129,"Sa",NA,NA,NA,NA,NA,8.7,9.3,9.1,3
2130,"Sa",NA,NA,NA,NA,NA,11.2,12.5,12.6,2
2131,"Sa",NA,NA,NA,NA,NA,5.7,7.5,7.9,3
2132,"Sa",NA,NA,NA,NA,NA,391,392,395,2
2133,"Sa",NA,NA,NA,NA,NA,102,103,104,3
2134,"Sa",NA,NA,NA,NA,NA,535,538,543,3
2136,"Sa",NA,NA,NA,NA,NA,4.7,5.2,5,3
2137,"Sa",NA,NA,NA,NA,NA,6.7,8.7,10.9,3
2138,"Sa",NA,NA,NA,NA,NA,9.1,10.4,11.9,3
2139,"Sa",NA,NA,NA,NA,NA,7.9,8.6,8.9,2
2140,"Sa",NA,NA,NA,NA,NA,82,87,93,1
2141,"Sa",NA,NA,NA,NA,NA,249,267,290,3
2142,"Sa",NA,NA,NA,NA,NA,17.6,21,26.5,1
2144,"Sa",NA,NA,NA,NA,NA,33.1,39.1,42,2
2145,"Sa",NA,NA,NA,NA,NA,272,285,296,2
2146,"Sa",NA,NA,NA,NA,NA,458,465,470,1
2147,"Sa",NA,NA,NA,NA,NA,5.9,6,6.2,2
2148,"Sa",NA,NA,NA,NA,NA,5.3,6.3,6.1,1
2150,"Sa",NA,NA,NA,NA,NA,6.4,NA,NA,2
2151,"Sa",NA,NA,NA,NA,NA,7.2,7.4,7.1,2
2152,"Sa",NA,NA,NA,NA,NA,8.5,10.2,11.3,1
2153,"Sa",NA,NA,NA,NA,NA,403,406,410,2
2154,"Sa",NA,NA,NA,NA,NA,10.5,11.6,13.5,3
2155,"Sa",NA,NA,NA,NA,NA,118,124,129,3
2156,"Sa",NA,NA,NA,NA,NA,13.1,13.4,12.8,2
2157,"Sa",NA,NA,NA,NA,NA,5,5.2,5,1
2158,"Sa",NA,NA,NA,NA,NA,7.1,7.2,11,1
2159,"Sa",NA,NA,NA,NA,NA,13.3,19.2,21.7,1
2160,"Sa",NA,NA,NA,NA,NA,10.5,12.9,9.1,1
2161,"Sa",NA,NA,NA,NA,NA,42,49,57,2
2162,"Sa",NA,NA,NA,NA,NA,35.2,35.9,36.2,3
2163,"Sa",NA,NA,NA,NA,NA,10.2,10.9,11.6,1
2164,"Sa",NA,NA,NA,NA,NA,535,539,545,1
2165,"Sa",NA,NA,NA,NA,NA,434,437,443,2
2166,"Sa",NA,NA,NA,NA,NA,304,312,327,2
2167,"Sa",NA,NA,NA,NA,NA,144,149,153,2
2168,"Sa",NA,NA,NA,NA,NA,239,244,249,1
2169,"Sa",NA,NA,NA,NA,NA,475,490,506,2
2170,"Sa",NA,NA,NA,NA,NA,159,169,182,3
2171,"Sa",NA,NA,NA,NA,NA,5.1,5.7,NA,1
2172,"Sa",NA,NA,NA,NA,NA,8.6,8.6,NA,1
2173,"Sa",NA,NA,NA,NA,NA,3.1,6.5,7.7,2
2174,"Sa",NA,NA,NA,NA,NA,294,NA,NA,1
2175,"Sa",NA,NA,NA,NA,NA,6.7,8.5,8.4,3
2176,"Sa",NA,NA,NA,NA,NA,327,342,355,3
2177,"Sa",NA,NA,NA,NA,NA,290,315,339,1
2178,"Sa",NA,NA,NA,NA,NA,576,581,586,1
2179,"Sa",NA,NA,NA,NA,NA,17.7,19,18.9,1
2180,"Sa",NA,NA,NA,NA,NA,2.7,4,4.3,2
2181,"Sa",NA,NA,NA,NA,NA,3.8,7.7,9.9,2
2182,"Sa",NA,NA,NA,NA,NA,6.1,9.5,12.9,3
2183,"Sa",NA,NA,NA,NA,NA,4.6,5,NA,1
2184,"Sa",NA,NA,NA,NA,NA,10.3,10.9,10.5,1
2185,"Sa",NA,NA,NA,NA,NA,118,132,149,3
