"id","species","dia83","dia84","dia85","dia86","dia87","dia88","dia89","dia90","treat"
2,"Dp",28,25.3,28.9,32,32.8,34.7,34.5,36.1,1
9,"Dp",NA,7.6,NA,NA,NA,NA,NA,NA,3
68,"Dp",278,276,276,278,280,282,285,288,3
73,"Dp",36.4,37.8,39.6,42,44,46,49,52,1
87,"Dp",6.4,5.7,6.7,7.6,7.8,7.5,NA,NA,1
143,"Dp",827,NA,NA,NA,NA,NA,NA,NA,3
227,"Dp",6.5,4.8,5.4,6,6.8,6.7,6.1,NA,2
306,"Dp",6.4,9,5.2,6.6,6.5,6.5,6.3,6.6,3
311,"Dp",1235,NA,NA,NA,NA,NA,NA,NA,3
315,"Dp",13,13,12.8,13.6,13.5,13.4,15.2,NA,1
317,"Dp",340,351,363,377,386,394,405,417,1
319,"Dp",NA,NA,3.7,4.1,4.3,4.6,4.5,4.7,2
327,"Dp",5.9,NA,NA,NA,NA,NA,NA,NA,1
329,"Dp",10.7,11.1,NA,10.6,10.6,10.8,11.3,11.5,2
341,"Dp",4.4,4.9,4.8,5.7,NA,NA,NA,NA,1
344,"Dp",3.2,3,3.4,4.8,5,5.2,5.2,NA,1
352,"Dp",7.1,7.5,NA,NA,NA,NA,NA,NA,2
354,"Dp",3.5,NA,NA,NA,NA,NA,NA,NA,3
359,"Dp",694,NA,NA,NA,NA,NA,NA,NA,2
366,"Dp",3.7,4.3,4.3,4.6,4.6,5.2,4.8,5.2,3
374,"Dp",4.8,5.5,NA,6.2,NA,NA,NA,NA,3
376,"Dp",2.8,3,NA,NA,NA,NA,NA,NA,3
379,"Dp",3.3,NA,NA,NA,NA,NA,NA,NA,1
380,"Dp",853,NA,NA,NA,NA,NA,NA,NA,1
404,"Dp",3.1,4.4,6.1,6.4,NA,NA,NA,NA,1
409,"Dp",3.5,NA,NA,NA,NA,NA,NA,NA,2
411,"Dp",6.9,NA,NA,NA,NA,NA,NA,NA,2
413,"Dp",1479,NA,NA,NA,NA,NA,NA,NA,3
414,"Dp",1183,NA,NA,NA,NA,NA,NA,NA,1
1001,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1002,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1003,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1004,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1005,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1006,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1007,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1008,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1009,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1010,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1011,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1012,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1013,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1014,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1015,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1016,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1017,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1018,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1019,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1020,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1021,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1022,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1023,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1024,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1025,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1026,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1027,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1028,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1029,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1030,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1031,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1032,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1033,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1034,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1035,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1036,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1037,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1038,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1039,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1040,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1041,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1042,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1043,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1044,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1045,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1046,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1047,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1048,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1049,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1050,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1051,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1052,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1053,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1054,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1055,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1056,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1057,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1058,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1059,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1060,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1061,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1062,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1063,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1064,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1065,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1066,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1067,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1068,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1069,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1070,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1071,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1072,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1073,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1074,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1075,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1076,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1077,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1078,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1079,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1080,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1081,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1082,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1083,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1084,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1085,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1086,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1087,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1088,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1089,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1090,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1091,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1092,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1093,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1094,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1095,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1096,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1097,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1098,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1099,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1100,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1101,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1102,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1103,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1104,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1105,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1106,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1107,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1108,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1109,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1110,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1111,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1112,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1113,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1114,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1115,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1116,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1117,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1118,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1119,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1120,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1121,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1122,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1123,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1124,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1125,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1126,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1127,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1128,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1129,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1130,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1131,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1132,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1133,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1134,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1135,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1136,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1137,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1138,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1139,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1140,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1141,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1142,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1143,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1144,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1145,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1146,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1147,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1148,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1149,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1150,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1151,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1152,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1153,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1154,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1155,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1156,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1157,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1158,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1159,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1160,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1161,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1162,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1163,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1164,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1165,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1166,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1167,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1168,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1169,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1170,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1171,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1172,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1173,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1174,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1175,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1176,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1177,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1178,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1179,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1180,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1181,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1182,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1183,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1184,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1185,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1186,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1187,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1188,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1189,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1190,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1191,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1192,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1193,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1194,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1195,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1196,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1197,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1198,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1199,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1200,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1201,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1202,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1203,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1204,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1205,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1206,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1207,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1208,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1209,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1210,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1211,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1212,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1213,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1214,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1215,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1216,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1217,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1218,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1219,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1220,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1221,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1222,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1223,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1224,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1225,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1226,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1227,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1228,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1229,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1230,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1231,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1232,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1233,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1234,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1235,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1236,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1237,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1238,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1239,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1240,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1241,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1242,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1243,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1244,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1245,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1246,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1247,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1248,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1249,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1250,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1251,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1252,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1253,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1254,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1255,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1256,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1257,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1258,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1259,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1260,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1261,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1262,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1263,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1264,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1265,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1266,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1267,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1268,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1269,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1270,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1271,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1272,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1273,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1274,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1275,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1276,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1277,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1278,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1279,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1280,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1281,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1282,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1283,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1284,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1285,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1286,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1287,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1288,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1289,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1290,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1291,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1292,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1293,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1294,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1295,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1296,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1297,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1298,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1299,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1300,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1301,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1302,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1303,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1304,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1305,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1306,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1307,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1308,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1309,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1310,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1311,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1312,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1313,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1314,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1315,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1316,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1317,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1318,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1319,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1320,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1321,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1322,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1323,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1324,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1325,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1326,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1327,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1328,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1329,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1330,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1331,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1332,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1333,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1334,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1335,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1336,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1337,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1338,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1339,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1340,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1341,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1342,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1343,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1344,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1345,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1346,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1347,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1348,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1349,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1350,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1351,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1352,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1353,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1354,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1355,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1356,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1357,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1358,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1359,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1360,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1361,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1362,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1363,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1364,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1365,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1366,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1367,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1368,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1369,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1370,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1371,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1372,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1373,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1374,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1375,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1376,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,3
1377,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1378,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1379,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,1
1380,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
1381,"Pm",NA,NA,NA,NA,NA,NA,NA,NA,2
